"SM09"|1|"A támadó fél a forráskódban rejtett sérülékenységet helyez el."|"FS-M-I "
"SM10"|4|"Nem világos hogyan kerül összhangba a forráskódban tárolt személyi adatok kérdése az adatvédelmi szabályozással (pl. GDPR)."|" -"
"SM11"|1|" Az architektúra dokumentáció sokszor hiányos, így a tervezési hibákból adódó sérülékenységek nem nyilvánvalóak."|"FS-M-A"
"SS01"|2|"A megfelelő belső FLOSS szabályozás hiánya, átláthatatlan FLOSS felhasználáshoz vezet, a problémákat nem lehet megfelelően kezelni."|"FS-SZ-B"
"SS02"|2|"FLOSS komponens-felhasználás esetén az összetett és rejtett licencelés a szervezet tudta nélkül kompromittálhatja a jogszabályi megfelelést, ami kikényszerített határidős módosításokhoz vezet, veszélyeztetve a rendszer rendelkezésre állását és integritását."|"FS-SZ-L"
"SS03"|2|"A termék összetett függőségeiben ellentmondásos licencek találhatók vagy a licencelés megváltozik ami ellentmondáshoz vezet."|"FS-SZ-L"
"SS04"|2|"FLOSS projektek ritkán szereznek tanúsítást. Következésképpen nem alkalmazhatók olyan területeken ahol a tanúsítvány megléte előkövetelmény."|"FS-SZ-K"
"SS05"|1|"GPL licencű alkalmazások nem integrálhatják a szabadalomhoz kötött biztonsági megoldásokat"|"FS-SZ-L"
"ST01"|1|"A gyors kiadási sűrűség és munkaigényes frissítés miatt a biztonsági javításokat nem vezetik át a downstream termékbe"|"FS-T-K"
"ST02"|2|"Nincs szerződésben biztosított időkorlát a javításra, a javítás késhet."|"FS-T-K"
"ST03"|2|"Az udvariatlanul kért hibajavítást nem javítják megfelelő sebességgel."|"FS-T-K"
"ST04"|2|"Kiadás csúszása miatt a fejlesztői verziót kezdik el használni."|"FS-T-K"
"ST05"|2|"A szervezet félkész terméket tölt le."|"FS-T-E"
"ST06"|2|"Nincs szakemberképzés, előfordulhat, hogy a szervezet nem talál megfelelő szakembert, nincs tanúsítás a szaktudásra."|"FS-T-T"
"ST07"|2|"Nincs szervezett képzés, az autodidakta tanulás minősége nem garantál, ami hibákhoz vezethet."|"FS-T-T"
"ST08"|2|"A letöltött bináris változat nem a kiadott forrásból készült"|"FS-T-M"
"ST09"|2|"A letöltött bináris ellenőrzőösszegét vagy aláírását a felhasználó nem ellenőrzi."|"FS-T-M"
"ST10"|1|"A keresőmotor nem a megfelelő verziót vagy disztribútort hozza fel."|"FS-T-L"
"ST11"|2|"A felhasznált csomagkezelő rendszer (CPAN, hackage, deb) támadásával a felhasznált komponens támadható."|"FS-T-M"
"ST12"|1|"Fejlesztői kapcsolati információk hiányában a felfedett sérülékenységek bejelentése nehézségekbe ütközik, nincs biztonsági kapcsolattartó személy vagy fórum megjelölve."|"FS-T-T"
"SJ01"|2|" A dokumentáció és a tényleges képességek és szükséges konfiguráció közt jelentős eltérés lehet, ami biztonsági problémákhoz vezethet."|"FS-J-D"
"SJ02"|2|"Megfelelő alapértelmezett beállítások híján a felhasználó (türelmetlenségből vagy figyelmetlenségből) hibás beállításokat alkalmazhat."|"FS-J-H"
"SJ03"|1|"A meglévő zárt rendszerekkel való inkompatibilitás. "|"FS-J-K"
